municipi,any_dirce,total_empreses,empreses_g_i,any_pob,poblacio,gi_per_1000hab,index_capacitat
Morata de Tajuña,2025,440,142.0,2025,8397,16.910801476717875,12.85822085192606
Móstoles,2025,9200,3323.0,2025,214817,15.468980574163126,33.523406599470164
Navacerrada,2025,281,79.0,2025,3311,23.859861069163394,
Navalafuente,2025,92,27.0,2025,1693,15.948021264028352,
Navalagamella,2025,154,48.0,2025,3169,15.146733985484381,
Navalcarnero,2025,2005,651.0,2025,33331,19.5313671957037,26.279447823355625
Navarredonda y San Mamés,2025,10,,2025,163,,
Navas del Rey,2025,227,84.0,2025,3420,24.56140350877193,
Nuevo Baztán,2025,533,193.0,2025,7429,25.97927042670615,24.422095380945617
Olmeda de las Fuentes,2025,47,,2025,429,,
Orusco de Tajuña,2025,68,25.0,2025,1531,16.32919660352711,
Paracuellos de Jarama,2025,1868,554.0,2025,27650,20.03616636528029,25.669004322528565
Parla,2025,5376,2276.0,2025,137471,16.556219129852842,31.991134029519593
Patones,2025,26,,2025,617,,
Pedrezuela,2025,384,106.0,2025,6606,16.04601877081441,9.905981821970602
Pelayos de la Presa,2025,222,65.0,2025,3195,20.34428794992175,
Perales de Tajuña,2025,201,72.0,2025,3260,22.085889570552148,
Pezuela de las Torres,2025,57,,2025,1008,,
Pinilla del Valle,2025,7,,2025,200,,
Pinto,2025,3306,1260.0,2025,56651,22.241443222537995,33.73229176317197
Piñuécar-Gandullas,2025,10,,2025,183,,
Pozuelo de Alarcón,2025,10835,1843.0,2025,89770,20.530243956778435,34.630208658656606
Pozuelo del Rey,2025,75,24.0,2025,1302,18.433179723502302,
Prádena del Rincón,2025,13,,2025,146,,
Puebla de la Sierra,2025,11,,2025,98,,
Quijorna,2025,281,83.0,2025,4044,20.5242334322453,
Rascafría,2025,130,56.0,2025,1704,32.863849765258216,
Redueña,2025,22,,2025,288,,
Ribatejada,2025,63,,2025,905,,
Rivas-Vaciamadrid,2025,6717,2089.0,2025,103148,20.252452786287662,35.222710721087914
Robledillo de la Jara,2025,6,,2025,118,,
Robledo de Chavela,2025,349,104.0,2025,4818,21.585720215857204,
"Rozas de Madrid, Las",2025,10623,2155.0,2025,99037,21.759544412694247,37.00469177279992
Rozas de Puerto Real,2025,38,,2025,579,,
San Agustín del Guadalix,2025,1047,266.0,2025,13825,19.240506329113924,19.686733374212704
San Fernando de Henares,2025,2544,1065.0,2025,39059,27.266443073299367,37.76302594548177
San Lorenzo de El Escorial,2025,1429,309.0,2025,18872,16.373463331920306,17.765929103170436
San Martín de la Vega,2025,1211,473.0,2025,21010,22.513089005235603,27.12731857787879
San Martín de Valdeiglesias,2025,523,170.0,2025,9324,18.232518232518235,15.494279390008774
San Sebastián de los Reyes,2025,6837,1974.0,2025,96992,20.352193995381064,34.92817117885981
Santa María de la Alameda,2025,117,36.0,2025,1584,22.727272727272727,
Santorcaz,2025,52,,2025,1011,,
"Santos de la Humosa, Los",2025,126,75.0,2025,2867,26.159748866410883,
"Serna del Monte, La",2025,9,,2025,110,,
Serranillos del Valle,2025,425,159.0,2025,4670,34.04710920770878,
Sevilla la Nueva,2025,647,163.0,2025,9802,16.629259334829626,13.535623922384469
Somosierra,2025,4,,2025,93,,
Soto del Real,2025,668,163.0,2025,9400,17.340425531914892,14.27333453175114
Talamanca de Jarama,2025,230,71.0,2025,4607,15.411330583894074,
Tielmes,2025,128,45.0,2025,2964,15.182186234817813,
Titulcia,2025,74,26.0,2025,1389,18.718502519798417,
Torrejón de Ardoz,2025,6457,2457.0,2025,143526,17.118849546423643,33.11263048952562
Torrejón de la Calzada,2025,799,319.0,2025,10653,29.9446165399418,32.06749875215252
Torrejón de Velasco,2025,323,135.0,2025,4900,27.551020408163264,
Torrelaguna,2025,260,93.0,2025,5081,18.30348356622712,11.328042900585642
Torrelodones,2025,2637,444.0,2025,25433,17.45763378288051,21.438440546541518
Torremocha de Jarama,2025,64,9.0,2025,1157,7.778738115816767,
Torres de la Alameda,2025,543,211.0,2025,7824,26.96830265848671,26.07479977122697
Valdaracete,2025,28,,2025,658,,
Valdeavero,2025,136,40.0,2025,1896,21.09704641350211,
Valdelaguna,2025,50,14.0,2025,1122,12.477718360071302,
Valdemanco,2025,66,,2025,1097,,
Valdemaqueda,2025,50,,2025,870,,
Valdemorillo,2025,1289,296.0,2025,14420,20.527045769764214,21.772428033930012
Valdemoro,2025,4484,1704.0,2025,85972,19.820406644023635,33.34269322995779
Valdeolmos-Alalpardo,2025,293,93.0,2025,4626,20.10376134889754,
Valdepiélagos,2025,41,,2025,612,,
Valdetorres de Jarama,2025,342,103.0,2025,5175,19.903381642512077,13.70551980969481
Valdilecha,2025,176,68.0,2025,3289,20.674977196716327,
Valverde de Alcalá,2025,22,,2025,565,,
Velilla de San Antonio,2025,886,311.0,2025,14468,21.495714680674592,23.12471762110878
"Vellón, El",2025,104,33.0,2025,2281,14.46733888645331,
Venturada,2025,268,68.0,2025,2622,25.93440122044241,
Villaconejos,2025,163,83.0,2025,3569,23.25581395348837,
Villa del Prado,2025,336,113.0,2025,7743,14.593826682164536,8.849078290234825
Villalbilla,2025,1193,341.0,2025,18687,18.24797987906031,20.403052752687742
Villamanrique de Tajo,2025,32,,2025,859,,
Villamanta,2025,158,48.0,2025,2899,16.557433597792343,
Villamantilla,2025,106,31.0,2025,1660,18.674698795180724,
Villanueva de la Cañada,2025,2270,498.0,2025,24028,20.725819876810387,25.63536278029676
Villanueva del Pardillo,2025,1397,340.0,2025,18466,18.412217047546843,20.552777087019884
Villanueva de Perales,2025,134,58.0,2025,1715,33.81924198250729,
Villar del Olmo,2025,203,53.0,2025,2341,22.639897479709525,
Villarejo de Salvanés,2025,372,139.0,2025,8042,17.284257647351406,13.09552646304381
Villaviciosa de Odón,2025,3108,832.0,2025,30127,27.616423805888406,36.390640509474636
Villavieja del Lozoya,2025,27,,2025,332,,
Zarzalejo,2025,149,27.0,2025,1946,13.874614594039054,
Lozoyuela-Navas-Sieteiglesias,2025,117,47.0,2025,1468,32.01634877384196,
Puentes Viejas,2025,40,,2025,759,,
Tres Cantos,2025,3586,813.0,2025,54592,14.892291910902697,23.029200068117675
Alameda,2025,295,117.0,2025,5426,21.56284555842241,16.3227267143587
Alcaucín,2025,163,56.0,2025,2671,20.965930363159863,
Alfarnate,2025,48,26.0,2025,1034,25.145067698259187,
Alfarnatejo,2025,20,,2025,358,,
Algarrobo,2025,373,168.0,2025,7103,23.651978037448966,21.032837832274453
Algatocín,2025,44,,2025,816,,
Alhaurín de la Torre,2025,3327,1127.0,2025,45066,25.00776638707673,35.817772465700074
Alhaurín el Grande,2025,2206,735.0,2025,27552,26.676829268292682,34.54465408444119
Almáchar,2025,62,30.0,2025,1959,15.313935681470138,
Almargen,2025,125,62.0,2025,1876,33.04904051172708,
Almogía,2025,198,83.0,2025,4269,19.442492386975875,
Álora,2025,768,318.0,2025,13650,23.296703296703296,25.149381983735026
Alozaina,2025,101,44.0,2025,2127,20.68641278796427,
Alpandeire,2025,16,,2025,242,,
Antequera,2025,2400,847.0,2025,41849,20.239432244498076,28.863896274845366
Árchez,2025,20,,2025,441,,
Archidona,2025,479,181.0,2025,8105,22.33189389265885,20.187369824700077
Ardales,2025,162,65.0,2025,2524,25.752773375594295,
Arenas,2025,68,24.0,2025,1291,18.590240123934933,
Arriate,2025,242,109.0,2025,4049,26.92022721659669,
Atajate,2025,15,,2025,168,,
Benadalid,2025,9,,2025,226,,
Benahavís,2025,1200,203.0,2025,9472,21.43158783783784,20.05974226064123
Benalauría,2025,38,,2025,460,,
Benalmádena,2025,6968,2165.0,2025,78338,27.63665143353162,43.13370437837609
Benamargosa,2025,66,26.0,2025,1560,16.666666666666668,
Benamocarra,2025,139,61.0,2025,3200,19.0625,
Benaoján,2025,94,56.0,2025,1427,39.24316748423266,
Benarrabá,2025,20,,2025,457,,
"Borge, El",2025,52,,2025,958,,
"Burgo, El",2025,71,36.0,2025,1761,20.442930153321974,
Campillos,2025,567,262.0,2025,8561,30.603901413386286,31.36776815635932
Canillas de Aceituno,2025,130,44.0,2025,1801,24.430871737923376,
Canillas de Albaida,2025,54,,2025,807,,
Cañete la Real,2025,57,30.0,2025,1569,19.120458891013385,
Carratraca,2025,37,,2025,801,,
Cartajima,2025,8,,2025,234,,
Cártama,2025,1596,619.0,2025,29333,21.10251252855146,27.554947042882223
Casabermeja,2025,331,152.0,2025,4214,36.070242050308494,
Casarabonela,2025,180,68.0,2025,2800,24.285714285714285,
Casares,2025,631,161.0,2025,9009,17.871017871017873,14.736953161296729
Coín,2025,1859,531.0,2025,26574,19.98193723188079,25.314705184106437
Colmenar,2025,291,150.0,2025,3626,41.36789851075565,
Comares,2025,80,28.0,2025,1354,20.6794682422452,
Cómpeta,2025,321,102.0,2025,3824,26.673640167364017,
Cortes de la Frontera,2025,151,64.0,2025,3048,20.99737532808399,
Cuevas Bajas,2025,80,40.0,2025,1341,29.82848620432513,
Cuevas del Becerro,2025,100,39.0,2025,1617,24.118738404452692,
Cuevas de San Marcos,2025,173,68.0,2025,3647,18.645462023581025,
Cútar,2025,27,,2025,603,,
Estepona,2025,7015,1854.0,2025,79621,23.285314175908365,37.529940141883344
Faraján,2025,14,,2025,285,,
Frigiliana,2025,331,117.0,2025,3383,34.58468814661543,
Fuengirola,2025,7437,2281.0,2025,85211,26.768844398023727,42.60037196095969
Fuente de Piedra,2025,159,70.0,2025,3045,22.988505747126435,
Gaucín,2025,148,48.0,2025,1620,29.62962962962963,
Genalguacil,2025,26,,2025,352,,
Guaro,2025,106,30.0,2025,2638,11.372251705837757,
Humilladero,2025,168,75.0,2025,3373,22.23539875481767,
Igualeja,2025,31,,2025,733,,
Istán,2025,84,24.0,2025,1707,14.0597539543058,
Iznate,2025,43,,2025,940,,
Jimera de Líbar,2025,21,,2025,399,,
Jubrique,2025,23,,2025,585,,
Júzcar,2025,17,,2025,208,,
Macharaviaya,2025,28,,2025,518,,
Málaga,2025,43994,14442.0,2025,599063,24.107648110465842,52.81194673992263
Manilva,2025,1443,431.0,2025,18165,23.726947426369392,27.732882131238867
Marbella,2025,20829,5121.0,2025,159786,32.04911569223837,53.76228763506463
Mijas,2025,8606,2497.0,2025,95104,26.255467698519514,42.70378444772892
Moclinejo,2025,70,31.0,2025,1222,25.368248772504092,
Mollina,2025,295,128.0,2025,5528,23.154848046309695,18.605745954487222
Monda,2025,202,70.0,2025,2984,23.458445040214475,
Montejaque,2025,67,,2025,945,,
Nerja,2025,1917,772.0,2025,22132,34.88161937466113,43.4009093601959
Ojén,2025,397,101.0,2025,4755,21.24079915878023,
Parauta,2025,18,,2025,271,,
Periana,2025,207,77.0,2025,3367,22.86902286902287,
Pizarra,2025,618,271.0,2025,10334,26.22411457325334,27.0619026761157
Pujerra,2025,8,,2025,285,,
Rincón de la Victoria,2025,3684,1066.0,2025,52454,20.32256834559805,30.5665666346907
Riogordo,2025,184,76.0,2025,2839,26.76998943289891,
Ronda,2025,2334,951.0,2025,33671,28.24388940037421,37.98116679123702
Salares,2025,12,,2025,194,,
Sayalonga,2025,89,30.0,2025,1672,17.942583732057415,
Sedella,2025,24,,2025,607,,
Sierra de Yeguas,2025,204,107.0,2025,3418,31.304856641310703,
Teba,2025,238,105.0,2025,3708,28.31715210355987,
Tolox,2025,108,48.0,2025,2468,19.448946515397083,
Torrox,2025,1337,483.0,2025,22015,21.939586645469,26.679464501728475
Totalán,2025,35,,2025,797,,
Valle de Abdalajís,2025,88,51.0,2025,2439,20.910209102091024,
Vélez-Málaga,2025,6136,2257.0,2025,86048,26.22954629973968,41.96659620489396
Villanueva de Algaidas,2025,231,110.0,2025,4084,26.934378060724782,
Villanueva del Rosario,2025,195,78.0,2025,3470,22.478386167146972,
Villanueva del Trabuco,2025,365,182.0,2025,5521,32.965042564752764,31.256129827341645
Villanueva de Tapia,2025,76,36.0,2025,1391,25.880661394680086,
Viñuela,2025,123,44.0,2025,2044,21.52641878669276,
Yunquera,2025,129,54.0,2025,2828,19.094766619519095,
Torremolinos,2025,5827,2257.0,2025,71329,31.642109100085516,47.58118393142473
Villanueva de la Concepción,2025,197,96.0,2025,3296,29.12621359223301,
Abanilla,2025,329,136.0,2025,6256,21.73913043478261,17.563313389686545
Abarán,2025,601,264.0,2025,13228,19.957665557907468,20.377611832818438
Águilas,2025,2037,757.0,2025,37811,20.020628917510777,27.84731267155587
Albudeite,2025,34,14.0,2025,1395,10.03584229390681,
Alcantarilla,2025,2482,1028.0,2025,43876,23.42966542073115,33.53449902758089
Aledo,2025,44,15.0,2025,1123,13.357079252003562,
Alguazas,2025,437,188.0,2025,10431,18.02320007669447,15.98456593775295
Alhama de Murcia,2025,1232,455.0,2025,24163,18.83044323966395,23.034508673152942
Archena,2025,1042,443.0,2025,20908,21.18806198584274,25.292258879189887
Beniel,2025,625,286.0,2025,11582,24.69348989811777,25.852817288511623
Blanca,2025,348,136.0,2025,6882,19.761697181052018,15.512072067235707
Bullas,2025,686,237.0,2025,12027,19.705662259915194,19.357857167330934
Calasparra,2025,590,254.0,2025,10391,24.444230584159367,24.760217285910887
Campos del Río,2025,77,34.0,2025,2159,15.748031496062993,
Caravaca de la Cruz,2025,1739,710.0,2025,26126,27.175993263415755,34.81920919925848
Cartagena,2025,10996,4013.0,2025,220704,18.18272437291576,37.66459970000163
Cehegín,2025,943,375.0,2025,14506,25.851371846132633,28.958298384197096
Ceutí,2025,790,306.0,2025,13089,23.37840935136374,24.963760460941828
Cieza,2025,1706,656.0,2025,528,1242.4242424242425,
Fortuna,2025,660,293.0,2025,11437,25.618606277870068,26.98242924853953
Fuente Álamo de Murcia,2025,997,446.0,2025,19171,23.26430546137395,27.493438144767882
Jumilla,2025,1401,524.0,2025,27574,19.003409008486255,24.20637677691097
Librilla,2025,314,136.0,2025,5854,23.231978134608813,19.111881911143396
Lorca,2025,5703,2237.0,2025,98969,22.603037314714708,38.14216377078124
Lorquí,2025,785,345.0,2025,7946,43.41807198590486,46.59459439163778
Mazarrón,2025,1882,720.0,2025,35449,20.310869135941775,27.79615150930882
Molina de Segura,2025,5134,1767.0,2025,78458,22.521603915470696,36.39989729908497
Moratalla,2025,451,201.0,2025,7518,26.735833998403834,25.492376351014148
Mula,2025,798,329.0,2025,17937,18.341974689189943,20.248745998500826
Murcia,2025,32516,10218.0,2025,479405,21.313920380471625,47.48200053080792
Ojós,2025,18,,2025,548,,
Pliego,2025,173,78.0,2025,4003,19.4853859605296,
Puerto Lumbreras,2025,995,430.0,2025,18006,23.880928579362436,27.876283260156548
Ricote,2025,40,22.0,2025,1197,18.379281537176272,
San Javier,2025,2333,874.0,2025,36524,23.929471032745592,32.912232425556695
San Pedro del Pinatar,2025,1718,569.0,2025,29674,19.175035384511695,24.9635149145203
Torre-Pacheco,2025,2491,1028.0,2025,41479,24.783625449022395,34.938995868997964
"Torres de Cotillas, Las",2025,1317,486.0,2025,22676,21.432351384723937,26.196819591382162
Totana,2025,1843,780.0,2025,33358,23.38269680436477,31.545251303963184
Ulea,2025,32,,2025,926,,
"Unión, La",2025,738,283.0,2025,21380,13.236669784845649,13.894249619111367
Villanueva del Río Segura,2025,146,54.0,2025,4111,13.13549014838239,
Yecla,2025,2684,790.0,2025,36453,21.671741694785066,29.859976350703832
Santomera,2025,1061,425.0,2025,16443,25.846864927324695,29.833387763148977
"Alcázares, Los",2025,988,421.0,2025,20408,20.62916503332027,24.354468202149476
Abárzuza/Abartzuza,2025,32,,2025,510,,
Abaurregaina/Abaurrea Alta,2025,6,,2025,121,,
Abaurrepea/Abaurrea Baja,2025,4,,2025,30,,
Aberin,2025,26,,2025,410,,
Ablitas,2025,101,39.0,2025,2657,14.678208505833647,
Adiós,2025,6,,2025,194,,
Aguilar de Codés,2025,5,,2025,74,,
Aibar/Oibar,2025,41,,2025,754,,
Altsasu/Alsasua,2025,457,158.0,2025,7717,20.4742775690035,17.305170307482765
Allín/Allin,2025,60,,2025,881,,
Allo,2025,46,,2025,1028,,
Améscoa Baja,2025,49,,2025,729,,
Ancín/Antzin,2025,33,,2025,363,,
Andosilla,2025,174,66.0,2025,2925,22.564102564102566,
Ansoáin/Antsoain,2025,602,204.0,2025,10663,19.1315764794148,17.708422871848803
Anue,2025,35,,2025,501,,
Añorbe,2025,38,,2025,622,,
Aoiz/Agoitz,2025,154,57.0,2025,3083,18.488485241647744,
Araitz,2025,39,,2025,506,,
Aranarache/Aranaratxe,2025,8,,2025,70,,
Arantza,2025,37,,2025,628,,
Aranguren,2025,1335,360.0,2025,13216,27.239709443099272,30.11152049638307
Arano,2025,7,,2025,108,,
Arakil,2025,69,,2025,990,,
Aras,2025,6,,2025,150,,
Arbizu,2025,79,32.0,2025,1107,28.906955736224027,
Arce/Artzi,2025,17,,2025,290,,
"Arcos, Los",2025,94,38.0,2025,1177,32.285471537807986,
Arellano,2025,7,,2025,165,,
Areso,2025,24,,2025,260,,
Arguedas,2025,143,47.0,2025,2309,20.35513209181464,
Aribe,2025,10,,2025,34,,
Arróniz,2025,52,19.0,2025,1064,17.857142857142858,
Arruazu,2025,5,,2025,121,,
Artajona,2025,118,34.0,2025,1783,19.068984856982613,
Artazu,2025,7,,2025,125,,
Atez/Atetz,2025,12,,2025,227,,
Ayegui/Aiegi,2025,155,48.0,2025,2589,18.53997682502897,
Azagra,2025,174,74.0,2025,3746,19.754404698344903,
Bakaiku,2025,11,,2025,342,,
Barásoain,2025,45,,2025,601,,
Barbarin,2025,4,,2025,46,,
Bargota,2025,13,,2025,237,,
Barillas,2025,11,,2025,240,,
Basaburua,2025,62,,2025,819,,
Baztan,2025,562,250.0,2025,7851,31.843077314991717,32.3236545083008
Beire,2025,20,,2025,274,,
Belascoáin,2025,10,,2025,124,,
Berbinzana,2025,24,,2025,670,,
Bertizarana,2025,33,,2025,668,,
Betelu,2025,31,,2025,375,,
Biurrun-Olcoz,2025,15,,2025,227,,
Buñuel,2025,111,48.0,2025,2318,20.70750647109577,
Auritz/Burguete,2025,29,,2025,235,,
Burgui/Burgi,2025,24,,2025,187,,
Burlada/Burlata,2025,960,325.0,2025,21280,15.272556390977442,16.97877906542811
Cabanillas,2025,80,23.0,2025,1373,16.751638747268753,
Cabredo,2025,6,,2025,73,,
Cadreita,2025,89,38.0,2025,2187,17.375400091449475,
Caparroso,2025,116,51.0,2025,2882,17.696044413601665,
Cárcar,2025,57,24.0,2025,1156,20.761245674740483,
Carcastillo,2025,98,47.0,2025,2408,19.51827242524917,
Cascante,2025,213,74.0,2025,4231,17.489955093358546,
Cáseda,2025,32,,2025,912,,
Cintruénigo,2025,502,163.0,2025,8565,19.030939871570343,16.02694763760689
Ziordia,2025,20,,2025,359,,
Cirauqui/Zirauki,2025,22,,2025,473,,
Ciriza/Ziritza,2025,6,,2025,170,,
Cizur,2025,276,69.0,2025,3949,17.47277791846037,
Corella,2025,495,165.0,2025,8756,18.844221105527637,15.918979430275336
Cortes,2025,153,51.0,2025,3165,16.113744075829384,
Desojo,2025,5,,2025,68,,
Dicastillo,2025,27,,2025,562,,
Donamaria,2025,28,,2025,446,,
Etxalar,2025,46,,2025,807,,
Echarri/Etxarri,2025,4,,2025,78,,
Etxarri Aranatz,2025,145,61.0,2025,2551,23.91219129753038,
Etxauri,2025,32,,2025,671,,
Valle de Egüés/Eguesibar,2025,1085,308.0,2025,22825,13.493975903614457,14.75617999013876
Elgorriaga,2025,13,,2025,210,,
Noáin (Valle de Elorz)/Noain (Elortzibar),2025,743,295.0,2025,8486,34.76313928823945,36.516099795167825
Enériz/Eneritz,2025,30,,2025,328,,
Eratsun,2025,9,,2025,155,,
Ergoiena,2025,28,,2025,392,,
Erro,2025,72,,2025,812,,
Ezcároz/Ezkaroze,2025,25,,2025,298,,
Eslava,2025,9,,2025,97,,
Esparza de Salazar/Espartza Zaraitzu,2025,10,,2025,75,,
Espronceda,2025,10,,2025,102,,
Estella-Lizarra,2025,991,362.0,2025,14317,25.284626667597962,28.12240549658176
Esteribar,2025,170,74.0,2025,2918,25.359835503769705,
Etayo,2025,6,,2025,72,,
Eulate,2025,22,,2025,278,,
Ezcabarte,2025,195,63.0,2025,1901,33.14045239347712,
Ezkurra,2025,10,,2025,125,,
Ezprogui,2025,6,,2025,48,,
Falces,2025,112,42.0,2025,2389,17.580577647551276,
Fitero,2025,100,37.0,2025,2370,15.611814345991561,
Fontellas,2025,87,39.0,2025,1050,37.142857142857146,
Funes,2025,135,46.0,2025,2537,18.131651556957035,
Fustiñana,2025,136,42.0,2025,2445,17.177914110429448,
Galar,2025,488,175.0,2025,2427,72.10548001648125,
Gallipienzo/Galipentzu,2025,5,,2025,100,,
Gallués/Galoze,2025,11,,2025,91,,
Garaioa,2025,4,,2025,92,,
Garde,2025,8,,2025,132,,
Garínoain,2025,21,,2025,527,,
Garralda,2025,19,,2025,183,,
Goizueta,2025,44,,2025,681,,
Guesálaz/Gesalatz,2025,32,,2025,462,,
Guirguillano,2025,4,,2025,75,,
Huarte/Uharte,2025,526,172.0,2025,7900,21.772151898734176,19.248241339157214
Uharte Arakil,2025,27,,2025,770,,
Ibargoiti,2025,16,,2025,279,,
Igúzquiza,2025,28,,2025,307,,
Imotz,2025,19,,2025,433,,
Irañeta,2025,7,,2025,172,,
Isaba/Izaba,2025,41,,2025,384,,
Ituren,2025,21,,2025,543,,
Iturmendi,2025,27,,2025,428,,
Iza/Itza,2025,100,19.0,2025,1459,13.022618231665525,
Izagaondoa,2025,8,,2025,153,,
Izalzu/Itzaltzu,2025,8,,2025,36,,
Jaurrieta,2025,19,,2025,179,,
Javier,2025,5,,2025,106,,
Juslapeña/Txulapain,2025,38,,2025,562,,
Beintza-Labaien,2025,13,,2025,228,,
Lakuntza,2025,64,21.0,2025,1338,15.695067264573991,
Lana,2025,10,,2025,149,,
Lantz,2025,12,,2025,150,,
Lapoblación,2025,17,,2025,123,,
Larraga,2025,99,42.0,2025,2158,19.462465245597777,
Larraona,2025,5,,2025,100,,
Larraun,2025,45,,2025,918,,
Lazagurría,2025,11,,2025,170,,
Legarda,2025,6,,2025,143,,
Legaria,2025,5,,2025,111,,
Leitza,2025,172,80.0,2025,3011,26.56924609764198,
Leoz/Leotz,2025,16,,2025,202,,
Lerín,2025,81,34.0,2025,1821,18.67105985722131,
Lesaka,2025,240,101.0,2025,2721,37.11870635795663,
Lezaun,2025,18,,2025,248,,
Liédena,2025,19,,2025,354,,
Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti,2025,17,,2025,287,,
Lodosa,2025,251,116.0,2025,4964,23.368251410153103,
Lónguida/Longida,2025,15,,2025,308,,
Lumbier,2025,80,31.0,2025,1330,23.30827067669173,
Luquin,2025,5,,2025,135,,
Mañeru,2025,19,,2025,452,,
Marcilla,2025,157,49.0,2025,2938,16.678012253233494,
Mélida,2025,28,,2025,739,,
Mendavia,2025,189,81.0,2025,3588,22.5752508361204,
Mendaza,2025,19,,2025,284,,
Mendigorria,2025,64,18.0,2025,1261,14.274385408406026,
Metauten,2025,16,,2025,263,,
Milagro,2025,124,44.0,2025,3741,11.761561079925153,
Miranda de Arga,2025,38,,2025,903,,
Monreal/Elo,2025,28,,2025,511,,
Monteagudo,2025,45,14.0,2025,1073,13.047530288909599,
Morentin,2025,9,,2025,110,,
Mues,2025,5,,2025,80,,
Murchante,2025,252,82.0,2025,4230,19.38534278959811,
Murieta,2025,20,,2025,345,,
Murillo el Cuende,2025,20,,2025,701,,
Murillo el Fruto,2025,23,,2025,665,,
Muruzábal,2025,17,,2025,283,,
Navascués/Nabaskoze,2025,4,,2025,114,,
Nazar,2025,4,,2025,40,,
Obanos,2025,67,,2025,924,,
Ochagavía/Otsagabia,2025,47,,2025,492,,
Odieta,2025,27,,2025,367,,
Oiz,2025,14,,2025,129,,
Olaibar,2025,24,,2025,399,,
Olazti/Olazagutía,2025,78,35.0,2025,1444,24.238227146814406,
Olite/Erriberri,2025,298,107.0,2025,4069,26.29638731875154,
